website,restaurant_name,restaurant_href,review_author,review_text,review_rating_total,review_rating_food,review_rating_service,review_rating_atmosphere,review_rating_overall_impression,review_rating_price_quality_ratio,review_len,language
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,VIKTORIA,Kohutav toit - tuli lauale kuivana ja külmana.,1.8,1.0,2.0,3.0,2.0,1.0,8,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,INNA,Aitäh nii toreda ja professionaalse teeninduse eest. Meile nii väga meeldis !,5.0,5.0,5.0,5.0,5.0,5.0,12,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,MONIKA,"Vaade ja atmosfäär on restoranil just selline nagu ootasin. Desert suurepärane ja eelroaks valisin leivakesed mis olid suurepärased. Kuid praes ma pettusin. Ooteaeg oli pikk ja eeldasin, et saan suurepärase kuuma ja värske prae kuid sain jahtunud ja mitte värske olemisega prae. Must Notsu oli prae nimi. Vein ja õlu olid hästi serveeritud ja kvaliteetsed. Teenindus oli esimesel poolel suurepärane kuid lõpuks teenindaja vahetus ja tema ei olnud kursis meie teenindamisega ning teenindaja poolt selline ”peata olek” ei olnud nii körge kvaliteediga restoranile kohane. Teenindajad peaksid olema võrdselt koolitatud kindlate standardite järgi. Soovitaksin natukene rohkem soojust ja natukene rohkem kliendile personaalset lähenemist. Praad vöiks olla siiski kuum.",3.8,3.0,4.0,5.0,4.0,3.0,107,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,KAIRI,"Inimesi oli palju ja restonis oli üsna vali sumin. Pearooga pidi ootama 1,5 tundi.",4.2,5.0,5.0,2.0,5.0,4.0,14,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,ELISTER,"Nagu ikka, teeb sinu restoranikülastuse teistest külastustest paremaks teenindaja. NOA restorani teenindaja oli meeldiv nii vanadele, noortele kui laste suhtes ja tekitas mugava ja hoitud tunde.",5.0,5.0,5.0,5.0,5.0,5.0,26,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,KRISTJAN,"Oleme aegade jooksul NOA restoranis palju käinud, korraldanud seal mitmeid koosviibimisi, aga seekordne kogemus oli ilmselt kogu aegade halvim.
Toiduga läks väga kaua aega, olgugi, et olime need ette ära tellinud. Menüüs sisuliselt puuduvad toidud taimetoitlastele, rääkimata Vegan variantidest. Teenindajad olid selgelt väga algajad. Hinnad teenindust ja toite arvestades liiga kõrged.",2.4,2.0,2.0,4.0,3.0,1.0,51,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,AILE,Lastepastad olid isegi 3-aastasele natuke liiga väikesed. Aga muidu super,4.6,5.0,5.0,5.0,5.0,3.0,10,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,ANNELI,"Suurepärane restoranielamus, imeline vaade, supersoe teenindus ja eestimaised maitsed, mida hea jagada oma välismaiste külalistega :)",5.0,5.0,5.0,5.0,5.0,5.0,16,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,KARINA,"Söök oli väga hea, aga teenindus ei olnud kõige parem ja ei vastanud restorani tasemele. Ooteaeg oli väga pikk.
Poolteist tundi ootasime eelroogasid, kuigi nende nimekiri oli eelnevalt kokkulepitud ja saadetud meili peale.
Meie õhtusöögil juhtus veel õnnetus. Tellisime prosecco pudeli ja kui ettekandja seda lahti tegi kukkus pudel. Ja meie seltskonnast kaks inimest said märjaks, ühel oli pool jalga märg ja teisel pintsak ja juuksed. Ja pärast ainult ettekandja ütles vabandust ja kõik, ei olnud mingit viisakat ettepanekut restorani poolt, isegi rätikut ei pakutud. Kas või tasuta pudelit, mingit komplimenti, asjade keemilist puhastust või allahindlust ja inimesed pidid terve õhtu istuma märjana. Sellisel tasemel restoran, nagu Noa võiks ikka olla viisakam , kui ainult vaikse vabanduse teha. Ettekandja peale me ei kaeba, rohkem ei olnud rahul teie personali organisatsiooniga (management).
Ja kummaline, et keegi ei hoiatanud, et läheb nii palju aega roogadega, et kõik joogid on ära lõppenud ja siis tunni aja pärast tuleb teine käik, ja pool magustoitu on söödud ja siis saime kohvi.
Toidu ja joogi kohta meil ei olnud mingit kaebust, kõik oli väga ilusti serveeritud ja maitsev. Täname kokka, aga teenindus võiks olla taseme võrra kõrgemal. Me ootame mingit lahendust tekkinud olukorrale.",2.4,4.0,2.0,3.0,1.0,2.0,197,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,ÜLLE,"Meie kogemus ei vastanud seekord ootustele. Eelroad serveeriti kiiresti ja need olid väga maitsvad, kuid pearooga pidime ootama üle tunni. Selle aja jooksul käisid teenindajad meid küll informeerimas ja vabandamas, et toidud viibivad, kuid esmalt antud lubadus, et toit jõuab 7 minuti pärast, ei pidanud paika, sest tegelikult tuli oodata veel umbes 20 minutit.

Häiriv oli ka ühe teenindaja soovitus, et peaksime restorani külastama kell 17.00 ajal, et toidud kiiremini kätte saada. Meie külastus oli päevi ette broneeritud, seega ei tohiks see restoranile üllatusena tulla ja me ootame, et meid teenindatakse samaväärselt igal ajal.

Kahjuks sundis pikk ooteaeg meid loobuma magustoidu tellimisest, kuna meie ajakava ei võimaldanud veelgi pikemat ja teadmata aja ootamist. Kuigi toidud olid väga maitsvad, jättis teenindus seekord negatiivse mulje. Loodame, et tulevikus suudate sarnaseid olukordi vältida ja pakkuda klientidele kiiremat ning sujuvamat teenindust.",3.0,4.0,1.0,5.0,2.0,3.0,137,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,TIINA,"Suurepärane restoranikogemus - megahea toit, teenindus ja atmosfäär. Sain sõpradelt juubelikingituseks Matteo Bocelli kontserdi piletid ja lõuna restoranis omal valikul. Mina valisin oma juubeli tähistamiseks Noa restorani. Kuna elan Tartus, siis külastasin Teie restorani esmakordselt ja jäin väga rahule. Väga armas žest oli lõpetuseks restorani poolt lauda saadetud šokolaaditrühvlid.",5.0,5.0,5.0,5.0,5.0,5.0,49,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,MEERI,"Teie maja olek, atmosfäär, kujundus ja asukoht on lihtsalt suurepärane. Teenindus väga armas. Toitude ooteaeg oli täpselt paras. Toit oli maitsev. Meie jäime selle elamusega väga rahule. Meeri Tõlner",4.6,4.0,5.0,5.0,5.0,4.0,29,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,KILLU,Kõige parema vaatega restoran just enne päikeseloojangut! Väga meeldiv ja professionaalne teenindus ja head maitsed muidugi samuti. Aitäh!,5.0,5.0,5.0,5.0,5.0,5.0,18,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,KARIN,"Mulle Noa restoranina väga meeldib. Teenindaja oli praktikat, juhtus nii mõndagi, aga noormees üritas ja oli tubli. Toit oli keskpärane, elamust kahjuks ei tulnud (varem oli)",3.0,3.0,3.0,4.0,3.0,2.0,26,et
DinnerBooking,NOA Restoran,https://dinnerbooking.com/ee/et-EE/r3831/noa-restoran,RENATA,"Ainuke asi mille üle saab kurta oli see, et “Zebrat” süües oli taldrik ja sõrmed õli täis, pidin salvrätti kasutama. Kõik muu oli väga tore, nii toit kui ka teenindus. Kahjuks ei jäänud meelde meid teenindava naisterahva nimi ( heledate juustega, vanem naisterahvas), aga ta oli väga tore ja tänu temale saime ka suurepärase kogemuse. :)
Suhtleb suurepäraselt eesti ja inglise keeles ja me ei pidanud inglisekeelset menüüd ise paluma, sest selle eest juba hoolitsesid tähelepanelikud teenindajad. Pisike detail, aga meie jaoks oluline.",4.8,4.0,5.0,5.0,5.0,5.0,83,et
DinnerBooking,Shang Shi,https://dinnerbooking.com/ee/et-EE/r3909/shang-shi,LARISSA,Soovitan külastada ja nautida!,5.0,5.0,5.0,5.0,5.0,5.0,4,et
DinnerBooking,Shang Shi,https://dinnerbooking.com/ee/et-EE/r3909/shang-shi,RIHO,"Suurepärane kogemus,
Kena vastuvõtt, väga soliidne lobby ooteruum.
Üllatuste rohke lõunasöök, kus maitsete bukett on balantsis.
Kihvt kogemus.",4.8,5.0,5.0,5.0,5.0,4.0,18,et
DinnerBooking,Shang Shi,https://dinnerbooking.com/ee/et-EE/r3909/shang-shi,MOLTSAR,"Väga hubane, merldiv atmosfäär. Super teenindus. Paraku kallis, aga kui on hea siis tulebki palju maksta",4.4,5.0,5.0,5.0,5.0,2.0,16,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,KATARIINA,Erakordselt hea toit!,4.0,5.0,5.0,3.0,4.0,3.0,3,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,LILIANN,"Mulle väga meeldis..Õdus atmosfäär, üliviisakas teenindus ja super maitsev toit. Jälle üks tore avastus Tallinnas!
Suur tänu Teile!",5.0,5.0,5.0,5.0,5.0,5.0,18,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,HELI,Täname hea toiduelamuse ja toreda teeninduse eest!,4.8,5.0,5.0,5.0,5.0,4.0,7,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MARIKA,Imeliselt rahulik ja õdus õhkkond. Meeldiv teenindus ning imemaitsvad road. Kindlasti tuleme veel.,5.0,5.0,5.0,5.0,5.0,5.0,13,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MAIRE,"Teie menüü on väike, kuid pakutavad valikud on põnevad ja väga maitsvad. Teenindaja oskas vastata kõigile meie küsimustele ning oma meeldiva suhtumisega lõi toreda, sõbraliku õhustiku.",4.0,5.0,4.0,4.0,3.0,4.0,26,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MARK,"Väga maitsev talve menüü, eriti hirv.",3.8,5.0,4.0,3.0,4.0,3.0,6,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,SIGNE,"Endiselt väga mõnus koht, suurepärane teenindus ja rõõmustab, et saadud uhked tähed ei ole tõstnud hindu taevasse. Jõudu teile ja me tuleme kindlasti tagasi!",4.6,4.0,5.0,4.0,5.0,5.0,24,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,TIINA,"Kõik oli suurepärane! Olime teie restoranis esimest korda ja saime täieliku wow- kogemuse. Toit ülimaitsev ja kogused parajad ( jõuad nautida mitut käiku), teenindus meeldiv ja sõbralik, üldine atmosfäär õdus ja hubane. Kindlasti tuleme jälle ja soovitame ka teistele. Aitäh!",5.0,5.0,5.0,5.0,5.0,5.0,40,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ALEKSANDR,"Suur tänu Sügiseõhtusööki korrastajatele !!!
Oli väga meeldiv ja maitsev!!!",5.0,5.0,5.0,5.0,5.0,5.0,10,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ERKKI,Valge vein oli liiga magus. Oleks eeldanud kuivemat. Liha oli üle soolatud.,4.4,4.0,5.0,5.0,4.0,4.0,12,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MATI,"Kõik oli suurepärane, eriti teenindaja töö.",5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,IRINA,"tart tatine oli suurepärane, ületas kõiki ootusi!",5.0,5.0,5.0,5.0,5.0,5.0,7,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,JULIA,"Kõik oli fantastiline! Väga head toidud, ideaalne sommeljee veinisoovitus.Kahjuks meiega samal ajal jõudnud külalised käitusid äärmiselt ebaviisakalt, kuid selles restorani süüd ei olnud ja üldmulje jäi ikkagi äärmiselt positiivne!
Täname!",5.0,5.0,5.0,5.0,5.0,5.0,30,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,GALINA,"Täname, eelroog oli tõeline kokakunst! Pearooga peaks olema võimalik tellida pool, eriti naistele. Kas metslooma liha võiks rohkem maitsestada? Dessert oli huvitav ja maitsev, aga kaneeli oli liigselt. Kahjuks sattus kõrvale lärmav laudkond joobes naistega ja väikelapsega. Suured koerad restoranis ei kutsuks tagasi teisi koerteta külalisi. Liiga palav ja umbne oli suure rahvahulgaga, sisetemperatuur tuleb hoida 22 kraadi. Noor teenindaja oli meeldiv. Täname jahedate Espresso Martini kokteilide eest. Palju eduelamusi omanikele!",3.0,4.0,4.0,2.0,2.0,3.0,71,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MAGNUS,"Ilmselt üks parimaid restorane, mida olen külastanud restoranide nädala raames. Kõik oli ülihea ja millegi üle ei oska viriseda. Menüü toiduvalik super ja sommeljee veinisoovitus väga väärtuslik. Kiidan, soovitan ja tulen kindlasti tagasi!",4.8,5.0,5.0,5.0,5.0,4.0,33,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ALINA,"See oli meie esimene külastus ja kõik oli suurepärane, maitsev toit ja hubane atmosfäär!",5.0,5.0,5.0,5.0,5.0,5.0,14,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,JURI,"Kõik ole väga hea - toit, teenindus, atmosfäär.
Tuli välja väga mõnus õhtusöök. täname-",5.0,5.0,5.0,5.0,5.0,5.0,14,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,LIINA,Kõik toidud oli väga maitsvad ja teenindus oli suurepärane :),5.0,5.0,5.0,5.0,5.0,5.0,10,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ANONYMOUS,Väga sõbralik ja asjatundlik teenindus,5.0,5.0,5.0,5.0,5.0,5.0,5,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ANONYMOUS,Portsjonid olid tillukesed. Restorani atmosfäär oli liiga lärmakas,2.6,3.0,4.0,2.0,2.0,2.0,8,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,URMO,Väga mõnus ja hubane restoran Kadriorus. Toidud on head ja personal väga meeldiv. Soovitame!,5.0,5.0,5.0,5.0,5.0,5.0,14,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,RIIVO,"Suur suur tänu restoranile Mantel ja Korsten, veetsime koos elukaaslasega meeldejääva ja väga armsa õhtu Teie kaunis restoranis. Suussulavad maitsed, armas ja romantiline atmosfäär ning suurepärane teenindus lõid väga meeldejääva ja kauni õhtu, mida veel pikki aastaid saame meenutada.",5.0,5.0,5.0,5.0,5.0,5.0,39,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,KRISTEL,"Väga maitsev ja huvitav degustatsioonimenüü, hästi sobivad veinid ning hubane restoran. Jäime väga rahule ning tuleme jälle",5.0,5.0,5.0,5.0,5.0,5.0,17,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,INGA,"Väga tore oli - toit oli suurepärane. Teenindaja oli abivalmis ja sõbralik - see on alati sama oluline ja vahel isegi veel olulisem kui toit - väikese maitseerinevuse saab unustada, halba teenindust enamasti mitte :) Ja teenindaja lisaks ei unustanud meid õhtu jooksul ära (ka heades restoranides on tavapärane, et ehkki alguses ollakse sõbralik ja abivalmis, siis õhtu lõpus tuhisetakse lihtalt mööda ja see päris tõega rikub vahel üldmulje ära - klient võib vahel soovida ka teise kohvi või muu joogi juurde tellida, aga ta ei hakka ju teenindajale järele jooksma). Seda küll ei juhtunud. Nii et väga toreda elamuse saime, märkisime Google'isse ingliskeelse review maksimumpunktidega ja kindlasti soovitame ka teistele. Aitäh!",4.6,5.0,5.0,5.0,4.0,4.0,112,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ALSU,"Väga ilus, hubane ja meeldiv restoran.",4.4,4.0,4.0,5.0,5.0,4.0,6,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,TIIA,Alati v hea. Ootan iga uut külastust,4.2,5.0,5.0,4.0,4.0,3.0,7,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MAIA-,"Teenindaja Lisandra (loodan, et on õige nimi), oli väga kraps ja valmis kõiki veinisoove ja küsimusi lahendama.
Atmosfäär oli imeline ja selle kellaaja kohta mõnusalt vaikne, et sai ka omavahel kaaslasega lobiseda. Tartar oli üli mõnus ja kuigi ma ei ole eriline tšilli armastaja tellisime seda veel hiljem juurde. Seene pearoog oli natuke soolasem kui oleksin arvanud, kuid väike portsion oli just hea seetõttu. Aranchinid olid üllatavalt head, eriti püree nende all ning kala võttis põlved nõrgaks. Šokolaadi mousse võtaks nii teinegikord ning saia määre oli vapustav.",4.4,4.0,4.0,5.0,5.0,4.0,87,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ROLAND,"Söök ei olnud midagi erilist. vaadates söögi kvaliteed ja hinda siis ei tekki tunne, et tahaks veelkord sinna minna.",3.2,3.0,4.0,4.0,3.0,2.0,19,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,SULEVI,"Manttelis ja Korstenis oli see teine kord. Kogemus on olnud mõlemal korral suurepärane. Köök on kõrgeimal tasemel, teenindus sõbralik ja tähelepanelik. Siin inimesed naudivad ja lõõgastuvad.",5.0,5.0,5.0,5.0,5.0,5.0,26,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ANU,Suurepärane maitseelamuste tulevärk. Suur aitäh kunstnikele!,5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ARBO-KARL,"Tervist!

Teeninduse kohalt ütlen ainult kiidusõnu, professionaalne ja suurepärane teenindus!

Toidud - võtsime arancinid, tartari, siiakala, kalanuggetid ja kaheksajala.

Tunnistan ausalt, et arancinidel puudus trühvli maitse täielikult ja riivitud suitsupart gastronoomiliselt ei andnud midagi juurde, küll aga visuaalselt. Positiivse poole pealt võib öelda, et tehniliselt olid suurepäraselt valmistatud. Kõrvits oli kreemine ja mõnus, kuid midagi juurde küll ei andnud. Järgmisel korral ma antud toodet enam ei telliks, sest eelroogades tundub oluliselt paremaid valikuid.

Tartar, siig, kaheksajalg, kalanuggetid - 5+, tegelikult 5 palli skaalal 10+. Ülihästi valmistatud, ideaalsed kastmed, krõbedused, pehmused jne (vastavalt roale), nii palju erinevaid maitseid ühel taldrikul, mis teineteist täiendasid, et see oli tõesti elamus. Tänud ja kiitused kokkadele!

Magustoidud - fantastilised!

On täiesti arusaadav, miks olete Michelin Guide's ning tuleme kindlasti uuesti!",4.6,4.0,5.0,5.0,5.0,4.0,125,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,AHTI,Tore ja meeldiv koht.,4.8,4.0,5.0,5.0,5.0,5.0,4,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,AIVO,Kõik oli suurepärane! Jõudu ja edu Teile!,4.2,4.0,4.0,5.0,4.0,4.0,7,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,BÄRBEL,Aitäh maitsva õhtu eest! Nii toit kui teenindus olid suurepärased. Pole kunagi pidanud pettuma teid külastades.,5.0,5.0,5.0,5.0,5.0,5.0,16,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,AET,"Maitsmismenüü oli lihtsalt geniaalne - proovida viit erinevat toitu, mis kõik viisid lihtsalt keele alla. Tahaks juba kohe tulla arancinit ja hanger steiki uuesti sööma…",5.0,5.0,5.0,5.0,5.0,5.0,25,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MAIRE,"Väga meeldiv oli, maitsev toit ja tähelepanelik teenindus.",4.0,4.0,5.0,4.0,4.0,3.0,8,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ANN-LIIS,"Aitäh! Toit oli väga kena ja maitses hästi, teenidus oli hooliv ja viisakas, maja nii seest kui väljast õdus ja armas. Edu!",4.8,5.0,5.0,5.0,5.0,4.0,22,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,VALMAR,"Väga hea toit, suurepärane atmosfäär ja fantastiline teenindus, aitäh!",5.0,5.0,5.0,5.0,5.0,5.0,9,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MAIT,"Väga head toidud, meeldiv teenindus ja hubane atmosfäär!",4.6,5.0,4.0,4.0,5.0,5.0,8,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,HELENA,"Toit oli suurepärane, aga teeninduse kohapealt kirjutaksin pikemalt, kuna olen ise teenindajaid koolitanud. Käisime laupäeva õhtul ja restoranis viibis väga palju rahvast. Teenindajal oli väga kiire, võttis mu mehe joogitellimuse ja minu oma ei kuulanud ära, vaid jooksis kohe minema. Kuigi hea tava näeb ette, et tellimus võetakse kõigepealt naisterahvalt.
Peale esimese käigu söömist tuli teenindaja ja ütles: kas ma võin taldrikud ära viia, kuidas teile meeldis? Mu mees hakkas talle vastama, et kuidas meeldis aga poole sõna pealt läks teenindaja minema. Ehk siis küsiti küsimise pärast.
On arusaadav, et oli palju laudu ja gruppe teenindada, kuid kena oleks, kui palkate reede ja laupäeva õhtuks lisateenindajad. Kokkuvõttes rikkus see kogu hea toidukogemuse ära.
Kahju.",2.6,4.0,1.0,2.0,3.0,3.0,114,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MALLE,"Suurepärane kogemus ja esmaklassiline toit, aitäh!",5.0,5.0,5.0,5.0,5.0,5.0,6,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,INGA,"Tere,
Kõik oli ilus, ainult kohvi toodi umbes 15-20 minutit varem kui magustoit. Selle ajaga jõudis kohv ära jahtuda, mis oleks magustoidu söömisel mõnusa elamuse juurde andnud. Ülejäänud oli väga ilus ja hea.",3.4,4.0,2.0,4.0,4.0,3.0,33,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,LIIS,Väga meeldiv atmosfäär ja ülimaitsev toit.,4.8,5.0,5.0,5.0,5.0,4.0,6,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,ANDREI,"Väga meeldiv kogemus ja eriti meeldiv teenindus, kiitused :)",4.8,5.0,5.0,5.0,5.0,4.0,9,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,AARNE,Kõik oli väga tore ja hubane. Toit oli hea ning teenindus oli hea. Ei oska midagi muud öelda kui SUEPR,4.6,5.0,4.0,4.0,5.0,5.0,20,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,KALLE,"Oli üks asi mis häiris. Kõva häälega kriiskavad tiblad kes pidid oma kõva häälega ikka märku andma, et näe NEMAD on siin. Rahune maha tibla, me kõik olime....",4.0,4.0,5.0,3.0,4.0,4.0,28,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,TANJA,"Väga maitsvad toidud, nautisime..",4.8,5.0,5.0,5.0,5.0,4.0,4,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,MONIKA,"Suurepärane toiduelamus, äärmiselt hooliv teenindus, sümpaatselt õdus atmosfäär. Suur aitäh!",5.0,5.0,5.0,5.0,5.0,5.0,10,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,RIVO,"Hea toit, mõnus atmosfäär, kena teenindus!",4.0,4.0,4.0,4.0,4.0,4.0,6,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,AIVAR,Soovitan külastada.,4.4,5.0,5.0,4.0,4.0,4.0,2,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,RENE,"Väga mõnus rahuliku atmosfääriga restoran. Toidud olid maitsvad, ooteajad mõistlikud ja teenindaja tore. Kindlasti soovitaks ka teistele.",5.0,5.0,5.0,5.0,5.0,5.0,17,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,PRIIDU,"Tänud teenindaja Nele-Liisile, kiire-sõbralik-asjatundlik!",4.4,4.0,5.0,5.0,4.0,4.0,4,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,EDA,"Väga hea toit, teenindus väga hea. Mõnus väike restoran. Kindlasti tuleme tagasi.",5.0,5.0,5.0,5.0,5.0,5.0,12,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,NATALIA,Teenindus suurepärane. Veisesteik oöi liiga soolane.,3.8,2.0,5.0,5.0,4.0,3.0,6,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,KÜLLI,"Väga maitsev toit ja meeldiv teenindus. Teenindaja oli küll alles loetud päevad töötanud, kuid teadis menüüd hästi ja oskas küsimustele vastata.",5.0,5.0,5.0,5.0,5.0,5.0,21,et
DinnerBooking,Mantel ja Korsten,https://dinnerbooking.com/ee/et-EE/r1375/mantel-ja-korsten,RÜNDO,Imelised maitsed ja esmaklassiline teenindus.,5.0,5.0,5.0,5.0,5.0,5.0,5,et
